ID,Date,Time,Location,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20252617,2025-01-21,23:12,"Bandra West, Mumbai",19.049775,72.833499,West,Bus,Clear,National Highway,Darkness (Lit),Major,Tailgating,4,0,49,41-60
20252618,2025-12-16,18:20,"NH-48 Highway, Delhi-Mumbai",22.378627,72.923,West,SUV,Clear,State Highway,Twilight,Fatal,Distracted driving,8,2,24,<26
20252619,2025-02-06,07:38,"Hazratganj, Lucknow",26.838858,80.960841,North,SUV,Windy,City Road,Daylight,Minor,Poor road condition,0,0,45,41-60
20252620,2025-06-21,17:37,"Howrah Bridge Road, Kolkata",22.5903,88.33259,East,Motorcycle,Stormy,National Highway,Daylight,Fatal,Tailgating,7,3,18,<26
20252621,2025-10-08,20:45,"Banjara Hills, Hyderabad",17.417525,78.447531,South,Car,Clear,State Highway,Darkness (Unlit),Fatal,Over-speeding,1,2,18,<26
20252622,2025-02-02,14:35,"Boring Road, Patna",25.612989,85.119246,East,Truck,Clear,National Highway,Daylight,Major,Distracted driving,1,0,34,26-40
20252623,2025-03-07,21:17,"Sabarmati Road, Ahmedabad",23.062627,72.585129,West,Motorcycle,Rainy,State Highway,Darkness (Lit),Major,Over-speeding,1,0,23,<26
20252624,2025-02-03,01:18,"Outer Ring Road, Bangalore",12.926178,77.616532,South,Motorcycle,Windy,City Road,Darkness (Lit),Minor,Drunk driving,1,0,33,26-40
20252625,2025-12-17,16:43,"Chandni Chowk, Delhi",28.662904,77.22572,North,Auto-rickshaw,Windy,City Road,Daylight,Minor,Signal violation,0,0,32,26-40
20252626,2025-11-04,19:35,"Golden Temple Road, Amritsar",31.621629,74.882959,North,SUV,Foggy,City Road,Twilight,Minor,Sleep deprivation,2,0,18,<26
20252627,2025-02-02,09:30,"Raja Park, Jaipur",26.901288,75.823264,North,Car,Clear,City Road,Daylight,Minor,Pedestrian error,1,0,51,41-60
20252628,2025-04-26,03:23,"Outer Ring Road, Bangalore",12.937808,77.619073,South,Auto-rickshaw,Clear,City Road,Darkness (Unlit),Major,Animal crossing,2,0,41,41-60
20252629,2025-12-18,03:37,"Hitech City, Hyderabad",17.440582,78.371651,South,Truck,Clear,City Road,Darkness (Lit),Minor,Sleep deprivation,4,0,43,41-60
20252630,2025-10-04,16:15,"Hitech City, Hyderabad",17.440239,78.366506,South,Motorcycle,Clear,State Highway,Daylight,Fatal,Over-speeding,3,4,35,26-40
20252631,2025-02-11,16:20,"Howrah Bridge Road, Kolkata",22.571033,88.344117,East,Bus,Cloudy,Rural Road,Daylight,Major,Over-speeding,1,0,42,41-60
20252632,2025-07-01,09:35,"Hitech City, Hyderabad",17.436873,78.363955,South,SUV,Rainy,City Road,Daylight,Minor,Overloading,2,0,36,26-40
20252633,2025-05-17,10:48,"Marine Drive, Mumbai",18.942305,72.836372,West,Bus,Clear,City Road,Daylight,Minor,Animal crossing,4,0,48,41-60
20252634,2025-10-28,20:10,"Kothrud, Pune",18.513874,73.814598,West,Tractor,Foggy,Rural Road,Darkness (Lit),Minor,Drunk driving,1,0,27,26-40
20252635,2025-12-14,16:59,"Charminar Area, Hyderabad",17.34725,78.482383,South,Motorcycle,Cloudy,National Highway,Daylight,Fatal,Over-speeding,7,1,23,<26
20252636,2025-09-09,15:00,"Charminar Area, Hyderabad",17.349443,78.486332,South,Scooter,Windy,City Road,Daylight,Minor,Road rage,4,0,18,<26
20252637,2025-08-03,09:17,"Electronic City, Bangalore",12.853698,77.665782,South,Motorcycle,Cloudy,Residential Street,Daylight,Minor,Drunk driving,4,0,18,<26
20252638,2025-02-28,17:07,"Civil Lines, Nagpur",21.144696,79.096558,Central,Car,Clear,City Road,Daylight,Minor,Drunk driving,2,0,33,26-40
20252639,2025-04-25,17:01,"Raja Park, Jaipur",26.888928,75.828639,North,Motorcycle,Clear,City Road,Daylight,Minor,Sleep deprivation,2,0,18,<26
20252640,2025-01-31,17:40,"Victoria Memorial Area, Kolkata",22.531511,88.351543,East,Car,Windy,Rural Road,Daylight,Minor,Animal crossing,4,0,25,<26
20252641,2025-10-30,15:16,"Indiranagar 100ft Road, Bangalore",12.982144,77.631025,South,Motorcycle,Clear,City Road,Daylight,Minor,Wrong-side driving,1,0,34,26-40
20252642,2025-05-28,09:15,"Banjara Hills, Hyderabad",17.421622,78.44767,South,Truck,Windy,National Highway,Daylight,Fatal,Tailgating,6,5,43,41-60
20252643,2025-02-11,19:30,"Anna Salai, Chennai",13.046047,80.242737,South,SUV,Clear,National Highway,Twilight,Major,Lane changing without signal,7,0,35,26-40
20252644,2025-12-19,11:24,"NH-48 Highway, Delhi-Mumbai",22.359456,72.94566,West,Truck,Clear,National Highway,Daylight,Fatal,Drunk driving,2,1,38,26-40
20252645,2025-10-31,18:57,"Connaught Place, Delhi",28.635702,77.202533,North,Car,Clear,City Road,Twilight,Major,Vehicle malfunction,1,0,41,41-60
20252646,2025-12-12,11:10,"Kothrud, Pune",18.518338,73.816225,West,Motorcycle,Windy,State Highway,Daylight,Minor,Pedestrian error,4,0,28,26-40
20252647,2025-05-16,16:20,"Victoria Memorial Area, Kolkata",22.542533,88.331311,East,Motorcycle,Heatwave,State Highway,Daylight,Major,Pedestrian error,5,0,34,26-40
20252648,2025-02-13,15:54,"Paltan Bazaar, Guwahati",26.176438,91.750158,East,Auto-rickshaw,Cloudy,City Road,Daylight,Minor,Distracted driving,1,0,54,41-60
20252649,2025-11-25,16:03,"M.G. Road, Indore",22.707794,75.868245,Central,Bus,Cloudy,State Highway,Daylight,Minor,Over-speeding,1,0,43,41-60
20252650,2025-10-31,09:22,"Civil Lines, Nagpur",21.132479,79.079388,Central,Truck,Stormy,State Highway,Daylight,Major,Distracted driving,1,0,52,41-60
20252651,2025-09-11,11:55,"Race Course, Coimbatore",11.023282,76.956054,South,Bus,Cloudy,City Road,Daylight,Minor,Animal crossing,2,0,36,26-40
20252652,2025-05-31,19:22,"Pink City Road, Jaipur",26.905815,75.793337,North,Motorcycle,Clear,State Highway,Twilight,Major,Overloading,5,0,40,26-40
20252653,2025-05-06,03:27,"Varkala Road, Kerala",8.742502,76.703164,South,Car,Clear,Rural Road,Darkness (Unlit),Major,Drunk driving,8,0,32,26-40
20252654,2025-08-25,15:50,"Arera Colony, Bhopal",23.228749,77.438948,Central,Motorcycle,Cloudy,National Highway,Daylight,Fatal,Over-speeding,5,1,30,26-40
20252655,2025-08-28,08:23,"Howrah Bridge Road, Kolkata",22.594395,88.342427,East,Car,Rainy,National Highway,Daylight,Major,Signal violation,4,0,31,26-40
20252656,2025-01-16,14:09,"Indiranagar 100ft Road, Bangalore",12.985466,77.637017,South,Scooter,Cloudy,City Road,Daylight,Major,Lane changing without signal,7,0,21,<26
20252657,2025-04-22,08:03,"Kothrud, Pune",18.517157,73.815186,West,Tractor,Stormy,State Highway,Daylight,Major,Poor road condition,5,1,50,41-60
20252658,2025-10-21,12:43,"Gateway Area, Mumbai",18.919821,72.843291,West,Motorcycle,Stormy,City Road,Daylight,Major,Tailgating,5,0,22,<26
20252659,2025-07-01,17:22,"Raja Park, Jaipur",26.903591,75.845675,North,Car,Rainy,City Road,Daylight,Minor,Sleep deprivation,2,0,27,26-40
20252660,2025-03-15,14:06,"Sayajigunj, Vadodara",22.299057,73.1917,West,Scooter,Clear,National Highway,Daylight,Minor,Over-speeding,3,0,18,<26
20252661,2025-12-07,19:30,"S.G. Highway, Ahmedabad",23.010571,72.56866,West,Auto-rickshaw,Foggy,Rural Road,Twilight,Minor,Tailgating,2,0,36,26-40
20252662,2025-12-06,12:05,"Marine Drive, Kochi",9.977573,76.267642,South,Car,Clear,National Highway,Daylight,Fatal,Over-speeding,3,5,26,26-40
20252663,2025-11-05,08:30,"Victoria Memorial Area, Kolkata",22.549295,88.347975,East,Motorcycle,Clear,Rural Road,Daylight,Minor,Bad lighting,1,0,18,<26
20252664,2025-08-04,14:50,"Charminar Area, Hyderabad",17.352077,78.478449,South,Motorcycle,Rainy,Residential Street,Daylight,Minor,Pedestrian error,3,0,32,26-40
20252665,2025-04-10,17:08,Rishikesh-Haridwar Highway,30.065014,78.305002,North,Truck,Stormy,City Road,Daylight,Minor,Signal violation,2,0,39,26-40
20252666,2025-07-14,00:28,"Rajpath, Delhi",28.604654,77.201824,North,SUV,Rainy,Residential Street,Darkness (Lit),Minor,Brake failure,3,0,39,26-40
20252667,2025-06-25,09:31,"Park Street, Kolkata",22.548836,88.346894,East,Motorcycle,Windy,City Road,Daylight,Minor,Over-speeding,4,0,29,26-40
20252668,2025-04-24,03:51,"MVP Colony, Visakhapatnam",17.726844,83.315752,South,Truck,Windy,City Road,Darkness (Unlit),Fatal,Drunk driving,8,2,52,41-60
20252669,2025-05-21,20:47,"Fatehpur Sikri Road, Agra",27.091616,77.66025,North,Tractor,Clear,City Road,Darkness (Lit),Minor,Tire burst,0,0,25,<26
20252670,2025-01-10,00:03,"Boring Road, Patna",25.601522,85.100826,East,Truck,Clear,Rural Road,Darkness (Unlit),Minor,Wrong-side driving,2,0,36,26-40
20252671,2025-06-27,08:38,"Kothrud, Pune",18.51339,73.809807,West,Auto-rickshaw,Clear,State Highway,Daylight,Minor,Tailgating,4,0,24,<26
20252672,2025-06-29,08:23,"Sector 17, Chandigarh",30.750187,76.768587,North,Car,Clear,Residential Street,Daylight,Minor,Bad lighting,3,0,36,26-40
20252673,2025-01-02,19:18,"Park Street, Kolkata",22.551946,88.336554,East,Scooter,Foggy,National Highway,Twilight,Fatal,Over-speeding,8,5,20,<26
20252674,2025-11-29,12:44,"Race Course, Coimbatore",11.011536,76.961283,South,Motorcycle,Windy,City Road,Daylight,Major,Wrong-side driving,1,0,20,<26
20252675,2025-08-13,08:15,"Indiranagar 100ft Road, Bangalore",12.969269,77.634938,South,Motorcycle,Rainy,City Road,Daylight,Major,Overloading,2,0,25,<26
20252676,2025-04-26,16:17,"Rajpath, Delhi",28.619564,77.221499,North,Truck,Cloudy,Residential Street,Daylight,Major,Distracted driving,7,0,34,26-40
20252677,2025-04-10,20:38,"Sabarmati Road, Ahmedabad",23.069049,72.592328,West,Car,Stormy,Residential Street,Darkness (Unlit),Minor,Brake failure,0,0,18,<26
20252678,2025-10-14,16:44,"Salt Lake City, Kolkata",22.588709,88.424873,East,Van,Clear,Rural Road,Daylight,Minor,Tire burst,3,0,47,41-60
20252679,2025-05-19,16:48,"Banjara Hills, Hyderabad",17.398838,78.439369,South,Scooter,Clear,National Highway,Daylight,Minor,Signal violation,4,0,20,<26
20252680,2025-10-24,14:39,"Mall Road, Shimla",31.096299,77.172581,North,Car,Clear,City Road,Daylight,Minor,Wrong-side driving,2,0,40,26-40
20252681,2025-07-02,16:38,"Sayajigunj, Vadodara",22.32215,73.193989,West,Motorcycle,Rainy,Residential Street,Daylight,Fatal,Using phone while driving,8,1,23,<26
20252682,2025-10-29,09:22,"Park Street, Kolkata",22.562054,88.36134,East,Motorcycle,Foggy,National Highway,Daylight,Major,Signal violation,3,0,34,26-40
20252683,2025-04-23,16:46,"Marine Drive, Kochi",9.975089,76.26695,South,Motorcycle,Clear,National Highway,Daylight,Major,Drunk driving,3,1,29,26-40
20252684,2025-01-14,15:21,"Raja Park, Jaipur",26.901392,75.845276,North,Motorcycle,Foggy,City Road,Daylight,Minor,Distracted driving,1,0,30,26-40
20252685,2025-06-24,17:24,"Connaught Place, Delhi",28.616707,77.21789,North,Auto-rickshaw,Clear,Rural Road,Daylight,Minor,Sleep deprivation,1,0,24,<26
20252686,2025-12-24,20:01,"Sabarmati Road, Ahmedabad",23.070356,72.57326,West,Auto-rickshaw,Windy,Rural Road,Darkness (Lit),Major,Vehicle malfunction,6,0,47,41-60
20252687,2025-10-02,10:56,"Bandra West, Mumbai",19.062662,72.840273,West,Van,Cloudy,Rural Road,Daylight,Minor,Over-speeding,0,0,35,26-40
20252688,2025-05-20,20:06,"Charminar Area, Hyderabad",17.370215,78.467126,South,Motorcycle,Heatwave,Rural Road,Darkness (Unlit),Minor,Signal violation,3,0,26,26-40
20252689,2025-06-08,19:18,"Sabarmati Road, Ahmedabad",23.054926,72.57833,West,Truck,Rainy,Rural Road,Twilight,Major,Brake failure,8,0,56,41-60
20252690,2025-09-02,16:51,"Fatehpur Sikri Road, Agra",27.101073,77.680872,North,Motorcycle,Rainy,City Road,Daylight,Major,Road rage,3,0,18,<26
20252691,2025-10-04,17:19,"Park Street, Kolkata",22.546222,88.350871,East,Motorcycle,Clear,National Highway,Daylight,Minor,Over-speeding,4,0,21,<26
20252692,2025-04-17,17:43,"MVP Colony, Visakhapatnam",17.702361,83.33319,South,Car,Cloudy,City Road,Daylight,Minor,Bad lighting,1,0,37,26-40
20252693,2025-03-04,11:50,"Connaught Place, Delhi",28.616929,77.22266,North,Car,Cloudy,National Highway,Daylight,Major,Poor road condition,5,1,36,26-40
20252694,2025-08-03,14:50,"Boring Road, Patna",25.599132,85.124901,East,Truck,Clear,Residential Street,Daylight,Minor,Brake failure,2,0,58,41-60
20252695,2025-06-11,14:37,"Chandni Chowk, Delhi",28.662302,77.241758,North,Motorcycle,Cloudy,State Highway,Daylight,Major,Signal violation,8,0,19,<26
20252696,2025-08-31,17:24,"Indiranagar 100ft Road, Bangalore",12.98274,77.64062,South,Motorcycle,Rainy,National Highway,Daylight,Minor,Wrong-side driving,2,0,30,26-40
20252697,2025-11-25,08:27,"Fatehpur Sikri Road, Agra",27.085986,77.66832,North,Car,Foggy,National Highway,Daylight,Major,Distracted driving,8,0,26,26-40
20252698,2025-03-15,14:19,"Palm Beach Road, Navi Mumbai",19.010876,73.008398,West,Motorcycle,Clear,City Road,Daylight,Minor,Drunk driving,4,0,20,<26
20252699,2025-03-29,15:34,"Raja Park, Jaipur",26.905109,75.826365,North,Bus,Foggy,State Highway,Daylight,Minor,Over-speeding,1,0,29,26-40
20252700,2025-08-10,09:02,"Gateway Area, Mumbai",18.911867,72.845702,West,Motorcycle,Clear,National Highway,Daylight,Minor,Poor road condition,1,0,40,26-40
20252701,2025-05-04,18:57,"Banjara Hills, Hyderabad",17.400455,78.423361,South,Van,Clear,National Highway,Twilight,Major,Drunk driving,6,0,26,26-40
20252702,2025-12-23,10:09,"MVP Colony, Visakhapatnam",17.708981,83.324508,South,Motorcycle,Clear,City Road,Daylight,Major,Tailgating,4,0,26,26-40
20252703,2025-08-20,20:56,"M.G. Road, Indore",22.710592,75.85775,Central,Auto-rickshaw,Clear,State Highway,Darkness (Lit),Major,Drunk driving,7,1,38,26-40
20252704,2025-10-05,17:36,"Main Guard Gate, Trichy",10.834718,78.701936,South,Motorcycle,Clear,City Road,Daylight,Minor,Using phone while driving,2,0,49,41-60
20252705,2025-12-16,13:02,"Gomti Nagar, Lucknow",26.85538,80.997842,North,Bus,Clear,Rural Road,Daylight,Major,Road rage,7,1,33,26-40
20252706,2025-12-27,20:37,"Sabarmati Road, Ahmedabad",23.0551,72.59176,West,Scooter,Clear,City Road,Darkness (Unlit),Minor,Wrong-side driving,4,0,34,26-40
20252707,2025-08-23,09:30,"MVP Colony, Visakhapatnam",17.719007,83.332386,South,Lorry,Clear,Rural Road,Daylight,Minor,Distracted driving,3,0,44,41-60
20252708,2025-01-30,16:39,"Mall Road, Shimla",31.115482,77.180636,North,Van,Foggy,National Highway,Daylight,Major,Brake failure,2,1,22,<26
20252709,2025-03-05,17:51,"Zion Hill, Kodaikanal",10.242208,77.491364,South,Truck,Cloudy,City Road,Daylight,Major,Brake failure,5,0,35,26-40
20252710,2025-04-04,08:06,"Indiranagar 100ft Road, Bangalore",12.966997,77.638441,South,Truck,Clear,State Highway,Daylight,Fatal,Poor road condition,3,3,25,<26
20252711,2025-04-07,17:24,"NH-48 Highway, Delhi-Mumbai",22.359691,72.939608,West,Car,Clear,State Highway,Daylight,Major,Distracted driving,5,0,36,26-40
20252712,2025-03-14,19:33,"Fatehpur Sikri Road, Agra",27.081789,77.687142,North,Car,Clear,National Highway,Twilight,Major,Brake failure,4,1,44,41-60
20252713,2025-09-21,05:37,"Bibvewadi, Pune",18.492108,73.87005,West,Auto-rickshaw,Clear,State Highway,Twilight,Minor,Over-speeding,1,0,60,41-60
20252714,2025-01-07,14:06,"Hitech City, Hyderabad",17.445218,78.369368,South,Motorcycle,Foggy,Residential Street,Daylight,Minor,Distracted driving,3,0,34,26-40
20252715,2025-09-01,16:14,"Race Course, Coimbatore",11.014885,76.951094,South,Motorcycle,Clear,National Highway,Daylight,Minor,Drunk driving,2,0,21,<26
20252716,2025-02-24,10:06,"Pink City Road, Jaipur",26.924674,75.784489,North,Car,Cloudy,State Highway,Daylight,Minor,Over-speeding,1,0,51,41-60
20252717,2025-11-07,10:29,Rishikesh-Haridwar Highway,30.05333,78.280265,North,Car,Clear,City Road,Daylight,Minor,Vehicle malfunction,1,0,27,26-40
20252718,2025-08-12,08:39,"Palm Beach Road, Navi Mumbai",19.018788,73.021791,West,Van,Rainy,Rural Road,Daylight,Minor,Animal crossing,1,0,26,26-40
20252719,2025-12-27,19:36,"Park Street, Kolkata",22.56294,88.354291,East,Truck,Clear,City Road,Twilight,Minor,Wrong-side driving,0,0,45,41-60
20252720,2025-11-03,09:44,"Zion Hill, Kodaikanal",10.232552,77.494239,South,Car,Clear,National Highway,Daylight,Fatal,Tailgating,11,2,48,41-60
20252721,2025-04-01,03:59,Rishikesh-Haridwar Highway,30.063548,78.295703,North,Truck,Clear,National Highway,Darkness (Unlit),Fatal,Drunk driving,4,4,37,26-40
20252722,2025-03-24,17:36,"Salt Lake City, Kolkata",22.589447,88.410386,East,Car,Foggy,Residential Street,Daylight,Minor,Over-speeding,3,0,47,41-60
20252723,2025-11-19,08:58,"Sector 17, Chandigarh",30.738439,76.782707,North,Motorcycle,Foggy,National Highway,Daylight,Minor,Distracted driving,3,0,32,26-40
20252724,2025-09-04,07:38,"Hazratganj, Lucknow",26.837351,80.953718,North,Car,Clear,City Road,Daylight,Minor,Drunk driving,1,0,33,26-40
20252725,2025-11-21,21:21,"Civil Lines, Nagpur",21.152727,79.085924,Central,Scooter,Cloudy,Rural Road,Darkness (Lit),Minor,Tire burst,0,0,18,<26
20252726,2025-06-08,21:41,"Connaught Place, Delhi",28.62374,77.209927,North,Motorcycle,Rainy,National Highway,Darkness (Lit),Major,Drunk driving,7,1,27,26-40
20252727,2025-09-28,10:52,"Victoria Memorial Area, Kolkata",22.531752,88.336501,East,Motorcycle,Rainy,National Highway,Daylight,Fatal,Drunk driving,2,5,18,<26
20252728,2025-09-13,13:43,"S.G. Highway, Ahmedabad",23.018269,72.58091,West,Motorcycle,Rainy,State Highway,Daylight,Fatal,Signal violation,11,2,36,26-40
20252729,2025-12-28,09:47,"Mall Road, Shimla",31.094403,77.175481,North,Motorcycle,Clear,State Highway,Daylight,Fatal,Over-speeding,3,2,30,26-40
20252730,2025-02-17,17:21,"Main Guard Gate, Trichy",10.827799,78.697236,South,Motorcycle,Rainy,City Road,Daylight,Major,Distracted driving,7,0,25,<26
20252731,2025-05-20,06:09,"T. Nagar, Chennai",13.036007,80.220823,South,Truck,Clear,City Road,Daylight,Minor,Pedestrian error,1,0,44,41-60
20252732,2025-03-04,01:49,"Sabarmati Road, Ahmedabad",23.054151,72.587916,West,Motorcycle,Windy,National Highway,Darkness (Lit),Fatal,Distracted driving,11,6,35,26-40
20252733,2025-06-06,15:57,"NH-48 Highway, Delhi-Mumbai",22.36671,72.920167,West,Auto-rickshaw,Rainy,City Road,Daylight,Major,Overloading,1,1,18,<26
20252734,2025-12-04,23:18,"Rajpath, Delhi",28.614665,77.207837,North,Truck,Clear,Residential Street,Darkness (Lit),Minor,Lane changing without signal,3,0,43,41-60
20252735,2025-07-13,15:44,"Arera Colony, Bhopal",23.224859,77.447279,Central,Auto-rickshaw,Rainy,City Road,Daylight,Major,Lane changing without signal,7,0,52,41-60
20252736,2025-01-09,15:21,"Golden Temple Road, Amritsar",31.610423,74.885114,North,Motorcycle,Foggy,Rural Road,Daylight,Minor,Brake failure,1,0,18,<26
20252737,2025-04-18,18:49,"Electronic City, Bangalore",12.834722,77.684032,South,Car,Clear,Residential Street,Twilight,Minor,Road rage,4,0,34,26-40
20252738,2025-01-29,17:17,"Raja Park, Jaipur",26.886905,75.842829,North,Truck,Clear,State Highway,Daylight,Major,Overloading,7,0,24,<26
20252739,2025-06-30,07:19,"Bistupur, Jamshedpur",22.811466,86.19949,East,Bus,Windy,Rural Road,Daylight,Major,Brake failure,7,0,37,26-40
20252740,2025-08-30,20:39,"Marine Drive, Kochi",9.969155,76.268217,South,SUV,Rainy,National Highway,Darkness (Lit),Minor,Tire burst,4,0,19,<26
20252741,2025-07-04,07:27,"Vartak Nagar, Thane",19.224518,72.975613,West,Car,Rainy,State Highway,Daylight,Minor,Lane changing without signal,1,0,35,26-40
20252742,2025-02-21,15:34,"Connaught Place, Delhi",28.620139,77.219079,North,Car,Clear,City Road,Daylight,Minor,Distracted driving,1,0,29,26-40
20252743,2025-09-10,21:38,"Gateway Area, Mumbai",18.925949,72.837998,West,Auto-rickshaw,Clear,City Road,Darkness (Lit),Major,Over-speeding,4,0,38,26-40
20252744,2025-01-04,16:15,"Golden Temple Road, Amritsar",31.607982,74.866057,North,Car,Clear,Rural Road,Daylight,Minor,Brake failure,1,0,30,26-40
20252745,2025-12-14,06:49,"MG Road, Bangalore",12.974409,77.584923,South,Car,Clear,State Highway,Daylight,Minor,Wrong-side driving,3,0,46,41-60
20252746,2025-04-04,16:38,"Connaught Place, Delhi",28.643427,77.230157,North,Car,Stormy,City Road,Daylight,Minor,Overloading,4,0,58,41-60
20252747,2025-12-24,16:00,"Gomti Nagar, Lucknow",26.851871,80.982556,North,Bus,Windy,City Road,Daylight,Minor,Animal crossing,2,0,51,41-60
20252748,2025-03-31,20:54,"Fatehpur Sikri Road, Agra",27.091988,77.666415,North,Car,Cloudy,Residential Street,Darkness (Lit),Minor,Tire burst,2,0,18,<26
20252749,2025-05-26,17:19,"T. Nagar, Chennai",13.045364,80.222507,South,Tractor,Clear,City Road,Daylight,Minor,Using phone while driving,1,0,23,<26
20252750,2025-04-06,19:54,"Howrah Bridge Road, Kolkata",22.571697,88.350497,East,Truck,Cloudy,City Road,Twilight,Minor,Using phone while driving,1,0,39,26-40
20252751,2025-05-25,16:36,"Kothrud, Pune",18.495821,73.817821,West,Car,Clear,City Road,Daylight,Minor,Over-speeding,4,0,43,41-60
20252752,2025-05-16,16:34,"Chandni Chowk, Delhi",28.649165,77.237081,North,Motorcycle,Cloudy,City Road,Daylight,Major,Tire burst,1,1,21,<26
20252753,2025-02-15,09:06,"T. Nagar, Chennai",13.04082,80.22949,South,Motorcycle,Clear,Residential Street,Daylight,Major,Vehicle malfunction,7,0,39,26-40
